Frequency [Hz],Gain,phase [rad]
229271500.0,1116.7778323647638,-1.3949148569376653
229771000.0,1117.5545216175326,-1.3949084546309662
230270500.0,1118.0589316614482,-1.394764746346998
230770000.0,1118.563341705364,-1.3946210380630302
231269500.0,1118.855614696309,-1.3942726450833152
231769000.0,1119.1016584910108,-1.3938796469352197
232268500.0,1119.2692823944337,-1.3933391217765234
232768000.0,1119.350222982839,-1.392635524084509
233267500.0,1119.4240020400825,-1.3918876177423285
233767000.0,1119.449374709023,-1.3908402193395122
234266500.0,1119.474747377964,-1.389792820936694
234766000.0,1119.5475167718557,-1.3884746398356973
235265500.0,1119.6334384538734,-1.387081318267302
235765000.0,1119.7949070706395,-1.385549813199224
236264500.0,1120.0538290685631,-1.383840055375971
236764000.0,1120.3373746319808,-1.3821069680270077
237263500.0,1120.8681081429315,-1.380139683174119
237763000.0,1121.398841653882,-1.3781723983212288
238262500.0,1122.1887835171678,-1.3760754875536008
238762000.0,1123.0676839443975,-1.3739340900434676
239261500.0,1124.1040504862606,-1.371763414019037
239761000.0,1125.3781987740906,-1.3695485259667308
240260500.0,1126.673733335515,-1.3673354889255545
240760000.0,1128.356778988346,-1.3651559914975055
241259500.0,1130.039824641177,-1.3629764940694584
241759000.0,1131.996875138799,-1.3608979488546011
242258500.0,1134.067916312461,-1.3588614014775522
242758000.0,1136.25940529297,-1.3569113177883163
243257500.0,1138.6649214048962,-1.3551148738834757
243757000.0,1141.0739827036375,-1.3533229043925679
244256500.0,1143.7324732176226,-1.3518457418819978
244756000.0,1146.3909637316076,-1.3503685793714282
245255500.0,1149.1497752589469,-1.3491419853869087
245755000.0,1151.9584653867807,-1.3480399715575289
246254500.0,1154.7781327914427,-1.3470682714092554
246754000.0,1157.6209327157026,-1.3463711825174347
247253500.0,1160.4637326399625,-1.3456740936256124
247753000.0,1163.221707671962,-1.3453754047339335
248252500.0,1165.977572415541,-1.3450866273067343
248752000.0,1168.6043947996761,-1.3450415893508434
249251500.0,1171.1553099135494,-1.3451399275545444
249751000.0,1173.6174962360353,-1.3453360009510853
250250500.00000003,1175.855472029181,-1.3457790433300592
250750000.0,1178.0934478223262,-1.3462220857090332
251249500.0,1179.9514569180935,-1.3469326847247607
251748999.99999997,1181.7841078519962,-1.3476611398961729
252248500.00000003,1183.3339966559283,-1.3485161455884476
252748000.0,1184.6884768444386,-1.3494586066343301
253247500.0,1185.9131628007233,-1.3504342340023137
253746999.99999997,1186.7384003851794,-1.3515119324187181
254246500.00000003,1187.5636379696355,-1.3525896308351242
254746000.0,1187.8872175822887,-1.3537154576646713
255245500.0,1188.154529963482,-1.3548466826991983
255744999.99999997,1188.1093480497937,-1.3559628309617733
